Date,Time,RA,DEC,T-mag,N-mag,delta,deldot,S-O-T,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,Sky_SNR
2024-Dec-16,16:00,07 18 15.40,+09 05 25.5,36.399,24.722,14.2570354787606,-1.6525639,152.0139,1.7527,0.1555978,274.30408,-3.531805,n.a.,n.a.
2024-Dec-16,20:00,07 18 12.88,+09 05 28.2,36.399,24.722,14.2568803546273,-1.5706181,152.1716,1.7435,0.1558092,274.34552,-3.352852,n.a.,n.a.
2024-Dec-17,00:00,07 18 10.36,+09 05 31.0,36.400,24.722,14.2567331243367,-1.4885439,152.3290,1.7343,0.1560191,274.38687,-3.174068,n.a.,n.a.
2024-Dec-17,04:00,07 18 07.84,+09 05 33.8,36.400,24.722,14.2565938002601,-1.4063411,152.4862,1.7251,0.1562277,274.42813,-2.995452,n.a.,n.a.
2024-Dec-17,08:00,07 18 05.31,+09 05 36.6,36.401,24.722,14.2564623947641,-1.3240099,152.6432,1.7159,0.1564347,274.46930,-2.817003,n.a.,n.a.
2024-Dec-17,12:00,07 18 02.78,+09 05 39.5,36.401,24.721,14.2563389202079,-1.2415503,152.7999,1.7067,0.1566404,274.51039,-2.638718,n.a.,n.a.
2024-Dec-17,16:00,07 18 00.25,+09 05 42.3,36.402,24.721,14.2562233889407,-1.1589625,152.9563,1.6975,0.1568446,274.55138,-2.460597,n.a.,n.a.
2024-Dec-17,20:00,07 17 57.72,+09 05 45.3,36.403,24.721,14.2561158132991,-1.0762466,153.1125,1.6883,0.1570474,274.59230,-2.282638,n.a.,n.a.
2024-Dec-18,00:00,07 17 55.18,+09 05 48.2,36.403,24.721,14.2560162056042,-0.9934027,153.2685,1.6791,0.1572487,274.63313,-2.104839,n.a.,n.a.
2024-Dec-18,04:00,07 17 52.64,+09 05 51.2,36.404,24.721,14.2559245781586,-0.9104312,153.4242,1.6699,0.1574486,274.67388,-1.927199,n.a.,n.a.
2024-Dec-18,08:00,07 17 50.09,+09 05 54.2,36.404,24.721,14.2558409432437,-0.8273322,153.5796,1.6607,0.1576470,274.71454,-1.749717,n.a.,n.a.
2024-Dec-18,12:00,07 17 47.54,+09 05 57.2,36.405,24.721,14.2557653131162,-0.7441060,153.7347,1.6515,0.1578440,274.75513,-1.572391,n.a.,n.a.
2024-Dec-18,16:00,07 17 44.99,+09 06 00.3,36.405,24.720,14.2556977000058,-0.6607529,153.8895,1.6424,0.1580395,274.79564,-1.395221,n.a.,n.a.
2024-Dec-18,20:00,07 17 42.44,+09 06 03.4,36.406,24.720,14.2556381161119,-0.5772733,154.0441,1.6332,0.1582335,274.83608,-1.218206,n.a.,n.a.
2024-Dec-19,00:00,07 17 39.88,+09 06 06.5,36.406,24.720,14.2555865736003,-0.4936674,154.1984,1.6241,0.1584260,274.87644,-1.041343,n.a.,n.a.
2024-Dec-19,04:00,07 17 37.32,+09 06 09.7,36.407,24.720,14.2555430846012,-0.4099357,154.3524,1.6149,0.1586170,274.91672,-0.864632,n.a.,n.a.
2024-Dec-19,08:00,07 17 34.76,+09 06 12.9,36.407,24.720,14.2555076612053,-0.3260786,154.5060,1.6058,0.1588066,274.95694,-0.688073,n.a.,n.a.
2024-Dec-19,12:00,07 17 32.19,+09 06 16.1,36.408,24.720,14.2554803154619,-0.2420965,154.6594,1.5966,0.1589946,274.99708,-0.511664,n.a.,n.a.
2024-Dec-19,16:00,07 17 29.63,+09 06 19.3,36.408,24.720,14.2554610593756,-0.1579900,154.8124,1.5875,0.1591811,275.03715,-0.335404,n.a.,n.a.
2024-Dec-19,20:00,07 17 27.05,+09 06 22.6,36.409,24.720,14.2554499049040,-0.0737595,154.9651,1.5784,0.1593662,275.07715,-0.159293,n.a.,n.a.
2024-Dec-20,00:00,07 17 24.48,+09 06 25.9,36.409,24.719,14.2554468639550,0.0105945,155.1175,1.5693,0.1595497,275.11708,0.0166705,n.a.,n.a.
2024-Dec-20,04:00,07 17 21.90,+09 06 29.3,36.410,24.719,14.2554519483843,0.0950713,155.2696,1.5602,0.1597316,275.15694,0.1924872,n.a.,n.a.
2024-Dec-20,08:00,07 17 19.32,+09 06 32.6,36.411,24.719,14.2554651699932,0.1796705,155.4213,1.5511,0.1599121,275.19674,0.3681576,n.a.,n.a.
2024-Dec-20,12:00,07 17 16.74,+09 06 36.0,36.411,24.719,14.2554865405264,0.2643914,155.5727,1.5421,0.1600910,275.23648,0.5436826,n.a.,n.a.
2024-Dec-20,16:00,07 17 14.16,+09 06 39.5,36.412,24.719,14.2555160716695,0.3492333,155.7237,1.5330,0.1602684,275.27615,0.7190628,n.a.,n.a.
2024-Dec-20,20:00,07 17 11.57,+09 06 42.9,36.412,24.719,14.2555537750471,0.4341957,155.8743,1.5240,0.1604442,275.31575,0.8942988,n.a.,n.a.
2024-Dec-21,00:00,07 17 08.98,+09 06 46.4,36.413,24.719,14.2555996622212,0.5192779,156.0246,1.5149,0.1606185,275.35529,1.0693913,n.a.,n.a.
2024-Dec-21,04:00,07 17 06.38,+09 06 49.9,36.413,24.719,14.2556537446888,0.6044792,156.1745,1.5059,0.1607912,275.39478,1.2443408,n.a.,n.a.
2024-Dec-21,08:00,07 17 03.79,+09 06 53.5,36.414,24.718,14.2557160338804,0.6897989,156.3240,1.4969,0.1609623,275.43420,1.4191479,n.a.,n.a.
2024-Dec-21,12:00,07 17 01.19,+09 06 57.1,36.414,24.718,14.2557865411584,0.7752363,156.4731,1.4879,0.1611319,275.47356,1.5938131,n.a.,n.a.
2024-Dec-21,16:00,07 16 58.59,+09 07 00.7,36.415,24.718,14.2558652778154,0.8607906,156.6218,1.4789,0.1612999,275.51287,1.7683369,n.a.,n.a.
2024-Dec-21,20:00,07 16 55.98,+09 07 04.3,36.416,24.718,14.2559522550728,0.9464612,156.7701,1.4700,0.1614663,275.55211,1.9427199,n.a.,n.a.
2024-Dec-22,00:00,07 16 53.38,+09 07 08.0,36.416,24.718,14.2560474840794,1.0322472,156.9180,1.4610,0.1616311,275.59130,2.1169626,n.a.,n.a.
2024-Dec-22,04:00,07 16 50.77,+09 07 11.7,36.417,24.718,14.2561509759100,1.1181478,157.0655,1.4521,0.1617944,275.63044,2.2910654,n.a.,n.a.
2024-Dec-22,08:00,07 16 48.16,+09 07 15.5,36.417,24.718,14.2562627415641,1.2041624,157.2125,1.4432,0.1619560,275.66952,2.4650288,n.a.,n.a.
2024-Dec-22,12:00,07 16 45.55,+09 07 19.2,36.418,24.718,14.2563827919652,1.2902900,157.3591,1.4343,0.1621161,275.70855,2.6388532,n.a.,n.a.
2024-Dec-22,16:00,07 16 42.93,+09 07 23.0,36.418,24.718,14.2565111379589,1.3765299,157.5052,1.4254,0.1622745,275.74752,2.8125391,n.a.,n.a.
2024-Dec-22,20:00,07 16 40.31,+09 07 26.8,36.419,24.718,14.2566477903125,1.4628812,157.6508,1.4166,0.1624313,275.78644,2.9860868,n.a.,n.a.
2024-Dec-23,00:00,07 16 37.69,+09 07 30.7,36.419,24.717,14.2567927597138,1.5493431,157.7960,1.4077,0.1625865,275.82532,3.1594970,n.a.,n.a.
2024-Dec-23,04:00,07 16 35.07,+09 07 34.6,36.420,24.717,14.2569460567702,1.6359149,157.9407,1.3989,0.1627401,275.86414,3.3327698,n.a.,n.a.
2024-Dec-23,08:00,07 16 32.44,+09 07 38.5,36.421,24.717,14.2571076920075,1.7225955,158.0849,1.3901,0.1628921,275.90291,3.5059058,n.a.,n.a.
2024-Dec-23,12:00,07 16 29.82,+09 07 42.4,36.421,24.717,14.2572776758694,1.8093843,158.2286,1.3814,0.1630424,275.94163,3.6789053,n.a.,n.a.
2024-Dec-23,16:00,07 16 27.19,+09 07 46.4,36.422,24.717,14.2574560187166,1.8962802,158.3718,1.3726,0.1631911,275.98031,3.8517687,n.a.,n.a.
2024-Dec-23,20:00,07 16 24.55,+09 07 50.4,36.422,24.717,14.2576427308259,1.9832825,158.5145,1.3639,0.1633381,276.01894,4.0244964,n.a.,n.a.
2024-Dec-24,00:00,07 16 21.92,+09 07 54.4,36.423,24.717,14.2578378223891,2.0703902,158.6566,1.3552,0.1634835,276.05752,4.1970889,n.a.,n.a.
2024-Dec-24,04:00,07 16 19.28,+09 07 58.5,36.423,24.717,14.2580413035129,2.1576025,158.7982,1.3466,0.1636272,276.09606,4.3695464,n.a.,n.a.
2024-Dec-24,08:00,07 16 16.65,+09 08 02.6,36.424,24.717,14.2582531842175,2.2449184,158.9392,1.3379,0.1637693,276.13456,4.5418694,n.a.,n.a.
2024-Dec-24,12:00,07 16 14.00,+09 08 06.7,36.425,24.717,14.2584734744362,2.3323370,159.0796,1.3293,0.1639097,276.17301,4.7140582,n.a.,n.a.
2024-Dec-24,16:00,07 16 11.36,+09 08 10.9,36.425,24.717,14.2587021840142,2.4198575,159.2195,1.3207,0.1640485,276.21142,4.8861132,n.a.,n.a.
2024-Dec-24,20:00,07 16 08.72,+09 08 15.1,36.426,24.717,14.2589393227084,2.5074789,159.3588,1.3122,0.1641856,276.24978,5.0580347,n.a.,n.a.
2024-Dec-25,00:00,07 16 06.07,+09 08 19.3,36.426,24.716,14.2591849001859,2.5952002,159.4974,1.3036,0.1643210,276.28811,5.2298231,n.a.,n.a.
2024-Dec-25,04:00,07 16 03.42,+09 08 23.5,36.427,24.716,14.2594389260238,2.6830206,159.6355,1.2952,0.1644547,276.32640,5.4014787,n.a.,n.a.
2024-Dec-25,08:00,07 16 00.77,+09 08 27.8,36.427,24.716,14.2597014097077,2.7709390,159.7729,1.2867,0.1645867,276.36464,5.5730019,n.a.,n.a.
2024-Dec-25,12:00,07 15 58.12,+09 08 32.1,36.428,24.716,14.2599723606315,2.8589546,159.9096,1.2783,0.1647171,276.40285,5.7443931,n.a.,n.a.
2024-Dec-25,16:00,07 15 55.47,+09 08 36.4,36.429,24.716,14.2602517880957,2.9470663,160.0457,1.2699,0.1648457,276.44103,5.9156524,n.a.,n.a.
2024-Dec-25,20:00,07 15 52.81,+09 08 40.8,36.429,24.716,14.2605397013070,3.0352731,160.1811,1.2615,0.1649727,276.47916,6.0867803,n.a.,n.a.
2024-Dec-26,00:00,07 15 50.15,+09 08 45.2,36.430,24.716,14.2608361093771,3.1235741,160.3159,1.2532,0.1650979,276.51726,6.2577771,n.a.,n.a.
2024-Dec-26,04:00,07 15 47.49,+09 08 49.6,36.430,24.716,14.2611410213214,3.2119683,160.4499,1.2449,0.1652215,276.55532,6.4286430,n.a.,n.a.
2024-Dec-26,08:00,07 15 44.83,+09 08 54.0,36.431,24.716,14.2614544460582,3.3004546,160.5832,1.2367,0.1653433,276.59335,6.5993783,n.a.,n.a.
2024-Dec-26,12:00,07 15 42.17,+09 08 58.5,36.432,24.716,14.2617763924072,3.3890320,160.7158,1.2285,0.1654634,276.63135,6.7699834,n.a.,n.a.
2024-Dec-26,16:00,07 15 39.50,+09 09 03.0,36.432,24.716,14.2621068690885,3.4776995,160.8476,1.2203,0.1655818,276.66931,6.9404584,n.a.,n.a.
2024-Dec-26,20:00,07 15 36.83,+09 09 07.6,36.433,24.716,14.2624458847210,3.5664560,160.9786,1.2122,0.1656984,276.70724,7.1108036,n.a.,n.a.
2024-Dec-27,00:00,07 15 34.17,+09 09 12.1,36.433,24.716,14.2627934478214,3.6553005,161.1089,1.2041,0.1658134,276.74514,7.2810193,n.a.,n.a.
2024-Dec-27,04:00,07 15 31.50,+09 09 16.7,36.434,24.716,14.2631495668021,3.7442318,161.2384,1.1960,0.1659266,276.78301,7.4511056,n.a.,n.a.
2024-Dec-27,08:00,07 15 28.82,+09 09 21.3,36.435,24.716,14.2635142499704,3.8332488,161.3670,1.1880,0.1660380,276.82084,7.6210628,n.a.,n.a.
2024-Dec-27,12:00,07 15 26.15,+09 09 26.0,36.435,24.716,14.2638875055263,3.9223505,161.4948,1.1801,0.1661477,276.85865,7.7908909,n.a.,n.a.
2024-Dec-27,16:00,07 15 23.48,+09 09 30.7,36.436,24.716,14.2642693415610,4.0115357,161.6218,1.1722,0.1662557,276.89643,7.9605903,n.a.,n.a.
2024-Dec-27,20:00,07 15 20.80,+09 09 35.4,36.436,24.716,14.2646597660555,4.1008032,161.7479,1.1643,0.1663619,276.93418,8.1301609,n.a.,n.a.
2024-Dec-28,00:00,07 15 18.12,+09 09 40.1,36.437,24.716,14.2650587868780,4.1901518,161.8731,1.1565,0.1664663,276.97191,8.2996029,n.a.,n.a.
2024-Dec-28,04:00,07 15 15.44,+09 09 44.9,36.438,24.716,14.2654664117828,4.2795805,161.9973,1.1488,0.1665690,277.00960,8.4689163,n.a.,n.a.
2024-Dec-28,08:00,07 15 12.76,+09 09 49.7,36.438,24.716,14.2658826484079,4.3690878,162.1207,1.1411,0.1666699,277.04728,8.6381013,n.a.,n.a.
2024-Dec-28,12:00,07 15 10.08,+09 09 54.5,36.439,24.716,14.2663075042728,4.4586727,162.2431,1.1334,0.1667690,277.08492,8.8071577,n.a.,n.a.
2024-Dec-28,16:00,07 15 07.40,+09 09 59.4,36.439,24.715,14.2667409867768,4.5483338,162.3645,1.1258,0.1668664,277.12254,8.9760857,n.a.,n.a.
2024-Dec-28,20:00,07 15 04.71,+09 10 04.3,36.440,24.715,14.2671831031968,4.6380698,162.4850,1.1183,0.1669620,277.16014,9.1448852,n.a.,n.a.
2024-Dec-29,00:00,07 15 02.02,+09 10 09.2,36.441,24.715,14.2676338606848,4.7278795,162.6044,1.1108,0.1670558,277.19771,9.3135560,n.a.,n.a.
2024-Dec-29,04:00,07 14 59.34,+09 10 14.1,36.441,24.715,14.2680932662657,4.8177616,162.7228,1.1034,0.1671478,277.23526,9.4820981,n.a.,n.a.
2024-Dec-29,08:00,07 14 56.65,+09 10 19.1,36.442,24.715,14.2685613268353,4.9077145,162.8402,1.0961,0.1672380,277.27279,9.6505114,n.a.,n.a.
2024-Dec-29,12:00,07 14 53.96,+09 10 24.1,36.442,24.715,14.2690380491577,4.9977371,162.9565,1.0888,0.1673264,277.31030,9.8187956,n.a.,n.a.
2024-Dec-29,16:00,07 14 51.27,+09 10 29.1,36.443,24.715,14.2695234398629,5.0878278,163.0717,1.0815,0.1674130,277.34778,9.9869506,n.a.,n.a.
2024-Dec-29,20:00,07 14 48.57,+09 10 34.2,36.444,24.715,14.2700175054446,5.1779853,163.1857,1.0744,0.1674978,277.38524,10.154976,n.a.,n.a.
2024-Dec-30,00:00,07 14 45.88,+09 10 39.3,36.444,24.715,14.2705202522578,5.2682081,163.2986,1.0673,0.1675808,277.42268,10.322872,n.a.,n.a.
2024-Dec-30,04:00,07 14 43.19,+09 10 44.4,36.445,24.715,14.2710316865164,5.3584947,163.4104,1.0603,0.1676620,277.46011,10.490637,n.a.,n.a.
2024-Dec-30,08:00,07 14 40.49,+09 10 49.6,36.446,24.716,14.2715518142905,5.4488436,163.5209,1.0533,0.1677414,277.49751,10.658272,n.a.,n.a.
2024-Dec-30,12:00,07 14 37.79,+09 10 54.7,36.446,24.716,14.2720806415049,5.5392532,163.6302,1.0464,0.1678189,277.53489,10.825776,n.a.,n.a.
2024-Dec-30,16:00,07 14 35.10,+09 10 59.9,36.447,24.716,14.2726181739358,5.6297222,163.7383,1.0396,0.1678946,277.57226,10.993149,n.a.,n.a.
2024-Dec-30,20:00,07 14 32.40,+09 11 05.2,36.447,24.716,14.2731644172093,5.7202487,163.8452,1.0329,0.1679685,277.60961,11.160390,n.a.,n.a.
2024-Dec-31,00:00,07 14 29.70,+09 11 10.4,36.448,24.716,14.2737193767987,5.8108314,163.9507,1.0262,0.1680406,277.64694,11.327498,n.a.,n.a.
2024-Dec-31,04:00,07 14 27.00,+09 11 15.7,36.449,24.716,14.2742830580229,5.9014685,164.0549,1.0196,0.1681108,277.68425,11.494473,n.a.,n.a.
2024-Dec-31,08:00,07 14 24.30,+09 11 21.0,36.449,24.716,14.2748554660438,5.9921584,164.1578,1.0131,0.1681792,277.72154,11.661315,n.a.,n.a.
2024-Dec-31,12:00,07 14 21.59,+09 11 26.4,36.450,24.716,14.2754366058649,6.0828994,164.2593,1.0067,0.1682458,277.75882,11.828023,n.a.,n.a.
2024-Dec-31,16:00,07 14 18.89,+09 11 31.7,36.451,24.716,14.2760264823290,6.1736899,164.3594,1.0004,0.1683105,277.79608,11.994596,n.a.,n.a.
2024-Dec-31,20:00,07 14 16.19,+09 11 37.1,36.451,24.716,14.2766251001168,6.2645282,164.4580,0.9941,0.1683734,277.83333,12.161033,n.a.,n.a.
2025-Jan-01,00:00,07 14 13.48,+09 11 42.6,36.452,24.716,14.2772324637453,6.3554126,164.5552,0.9880,0.1684345,277.87056,12.327334,n.a.,n.a.
2025-Jan-01,04:00,07 14 10.78,+09 11 48.0,36.452,24.716,14.2778485775662,6.4463413,164.6510,0.9819,0.1684937,277.90778,12.493498,n.a.,n.a.
2025-Jan-01,08:00,07 14 08.07,+09 11 53.5,36.453,24.716,14.2784734457648,6.5373126,164.7452,0.9759,0.1685510,277.94498,12.659524,n.a.,n.a.
2025-Jan-01,12:00,07 14 05.36,+09 11 59.0,36.454,24.716,14.2791070723588,6.6283248,164.8379,0.9700,0.1686066,277.98217,12.825411,n.a.,n.a.
2025-Jan-01,16:00,07 14 02.65,+09 12 04.5,36.454,24.716,14.2797494611973,6.7193761,164.9290,0.9642,0.1686602,278.01934,12.991159,n.a.,n.a.
2025-Jan-01,20:00,07 13 59.95,+09 12 10.1,36.455,24.716,14.2804006159600,6.8104648,165.0185,0.9585,0.1687120,278.05650,13.156766,n.a.,n.a.
2025-Jan-02,00:00,07 13 57.24,+09 12 15.7,36.456,24.716,14.2810605401570,6.9015890,165.1064,0.9529,0.1687620,278.09364,13.322232,n.a.,n.a.
2025-Jan-02,04:00,07 13 54.53,+09 12 21.3,36.456,24.716,14.2817292371275,6.9927471,165.1926,0.9475,0.1688101,278.13078,13.487556,n.a.,n.a.
2025-Jan-02,08:00,07 13 51.82,+09 12 27.0,36.457,24.716,14.2824067100408,7.0839371,165.2771,0.9421,0.1688564,278.16790,13.652737,n.a.,n.a.
2025-Jan-02,12:00,07 13 49.11,+09 12 32.6,36.458,24.717,14.2830929618950,7.1751575,165.3600,0.9368,0.1689008,278.20500,13.817773,n.a.,n.a.
2025-Jan-02,16:00,07 13 46.40,+09 12 38.4,36.458,24.717,14.2837879955182,7.2664063,165.4411,0.9316,0.1689434,278.24210,13.982665,n.a.,n.a.
2025-Jan-02,20:00,07 13 43.69,+09 12 44.1,36.459,24.717,14.2844918135684,7.3576819,165.5204,0.9265,0.1689842,278.27918,14.147411,n.a.,n.a.
2025-Jan-03,00:00,07 13 40.97,+09 12 49.8,36.459,24.717,14.2852044185340,7.4489824,165.5979,0.9216,0.1690231,278.31626,14.312011,n.a.,n.a.
2025-Jan-03,04:00,07 13 38.26,+09 12 55.6,36.460,24.717,14.2859258127347,7.5403062,165.6736,0.9167,0.1690601,278.35332,14.476462,n.a.,n.a.
2025-Jan-03,08:00,07 13 35.55,+09 13 01.4,36.461,24.717,14.2866559983225,7.6316515,165.7474,0.9120,0.1690953,278.39037,14.640765,n.a.,n.a.
2025-Jan-03,12:00,07 13 32.84,+09 13 07.3,36.461,24.717,14.2873949772828,7.7230165,165.8193,0.9074,0.1691287,278.42741,14.804918,n.a.,n.a.
2025-Jan-03,16:00,07 13 30.13,+09 13 13.1,36.462,24.717,14.2881427514355,7.8143996,165.8894,0.9029,0.1691602,278.46444,14.968921,n.a.,n.a.
2025-Jan-03,20:00,07 13 27.41,+09 13 19.0,36.463,24.717,14.2888993224371,7.9057990,165.9574,0.8985,0.1691900,278.50146,15.132772,n.a.,n.a.
2025-Jan-04,00:00,07 13 24.70,+09 13 25.0,36.463,24.718,14.2896646917816,7.9972131,166.0235,0.8943,0.1692178,278.53848,15.296471,n.a.,n.a.
2025-Jan-04,04:00,07 13 21.99,+09 13 30.9,36.464,24.718,14.2904388608030,8.0886403,166.0876,0.8901,0.1692439,278.57548,15.460016,n.a.,n.a.
2025-Jan-04,08:00,07 13 19.27,+09 13 36.9,36.465,24.718,14.2912218306771,8.1800788,166.1497,0.8861,0.1692681,278.61248,15.623408,n.a.,n.a.
2025-Jan-04,12:00,07 13 16.56,+09 13 42.9,36.465,24.718,14.2920136024234,8.2715272,166.2097,0.8822,0.1692905,278.64946,15.786645,n.a.,n.a.
2025-Jan-04,16:00,07 13 13.84,+09 13 48.9,36.466,24.718,14.2928141769081,8.3629837,166.2676,0.8785,0.1693111,278.68644,15.949726,n.a.,n.a.
2025-Jan-04,20:00,07 13 11.13,+09 13 55.0,36.467,24.718,14.2936235548458,8.4544470,166.3233,0.8749,0.1693298,278.72342,16.112651,n.a.,n.a.
2025-Jan-05,00:00,07 13 08.42,+09 14 01.1,36.467,24.719,14.2944417368028,8.5459153,166.3770,0.8714,0.1693468,278.76038,16.275418,n.a.,n.a.
2025-Jan-05,04:00,07 13 05.70,+09 14 07.2,36.468,24.719,14.2952687231992,8.6373872,166.4285,0.8681,0.1693619,278.79735,16.438028,n.a.,n.a.
2025-Jan-05,08:00,07 13 02.99,+09 14 13.3,36.469,24.719,14.2961045143123,8.7288613,166.4778,0.8648,0.1693753,278.83430,16.600479,n.a.,n.a.
2025-Jan-05,12:00,07 13 00.27,+09 14 19.5,36.469,24.719,14.2969491102793,8.8203361,166.5249,0.8618,0.1693868,278.87125,16.762771,n.a.,n.a.
2025-Jan-05,16:00,07 12 57.56,+09 14 25.6,36.470,24.719,14.2978025111004,8.9118102,166.5697,0.8588,0.1693966,278.90820,16.924902,n.a.,n.a.
2025-Jan-05,20:00,07 12 54.85,+09 14 31.9,36.471,24.719,14.2986647166421,9.0032822,166.6123,0.8561,0.1694046,278.94514,17.086874,n.a.,n.a.
2025-Jan-06,00:00,07 12 52.13,+09 14 38.1,36.471,24.720,14.2995357266401,9.0947508,166.6526,0.8534,0.1694107,278.98208,17.248684,n.a.,n.a.
2025-Jan-06,04:00,07 12 49.42,+09 14 44.4,36.472,24.720,14.3004155407034,9.1862147,166.6906,0.8509,0.1694151,279.01902,17.410334,n.a.,n.a.
2025-Jan-06,08:00,07 12 46.71,+09 14 50.7,36.473,24.720,14.3013041583168,9.2776727,166.7263,0.8485,0.1694178,279.05596,17.571821,n.a.,n.a.
2025-Jan-06,12:00,07 12 43.99,+09 14 57.0,36.473,24.720,14.3022015788452,9.3691234,166.7596,0.8463,0.1694186,279.09289,17.733146,n.a.,n.a.
2025-Jan-06,16:00,07 12 41.28,+09 15 03.3,36.474,24.721,14.3031078015367,9.4605657,166.7906,0.8443,0.1694177,279.12982,17.894308,n.a.,n.a.
2025-Jan-06,20:00,07 12 38.57,+09 15 09.7,36.475,24.721,14.3040228255264,9.5519984,166.8192,0.8423,0.1694151,279.16676,18.055307,n.a.,n.a.
2025-Jan-07,00:00,07 12 35.86,+09 15 16.1,36.475,24.721,14.3049466498400,9.6434205,166.8454,0.8406,0.1694107,279.20369,18.216143,n.a.,n.a.
2025-Jan-07,04:00,07 12 33.14,+09 15 22.5,36.476,24.721,14.3058792733976,9.7348308,166.8692,0.8390,0.1694045,279.24063,18.376816,n.a.,n.a.
2025-Jan-07,08:00,07 12 30.43,+09 15 28.9,36.477,24.721,14.3068206950175,9.8262283,166.8906,0.8375,0.1693966,279.27756,18.537325,n.a.,n.a.
2025-Jan-07,12:00,07 12 27.72,+09 15 35.4,36.477,24.722,14.3077709134199,9.9176120,166.9096,0.8362,0.1693870,279.31450,18.697670,n.a.,n.a.
2025-Jan-07,16:00,07 12 25.01,+09 15 41.9,36.478,24.722,14.3087299272307,10.0089810,166.9261,0.8350,0.1693757,279.35145,18.857852,n.a.,n.a.
2025-Jan-07,20:00,07 12 22.30,+09 15 48.4,36.479,24.722,14.3096977349855,10.1003343,166.9402,0.8340,0.1693626,279.38840,19.017870,n.a.,n.a.
2025-Jan-08,00:00,07 12 19.59,+09 15 55.0,36.479,24.723,14.3106743351331,10.1916711,166.9518,0.8332,0.1693478,279.42535,19.177724,n.a.,n.a.
2025-Jan-08,04:00,07 12 16.88,+09 16 01.6,36.480,24.723,14.3116597260398,10.2829904,166.9610,0.8325,0.1693313,279.46231,19.337415,n.a.,n.a.
2025-Jan-08,08:00,07 12 14.17,+09 16 08.2,36.481,24.723,14.3126539059929,10.3742916,166.9677,0.8319,0.1693131,279.49928,19.496942,n.a.,n.a.
2025-Jan-08,12:00,07 12 11.47,+09 16 14.8,36.482,24.723,14.3136568732047,10.4655738,166.9719,0.8315,0.1692932,279.53625,19.656307,n.a.,n.a.
2025-Jan-08,16:00,07 12 08.76,+09 16 21.4,36.482,24.724,14.3146686258163,10.5568364,166.9736,0.8313,0.1692715,279.57323,19.815508,n.a.,n.a.
2025-Jan-08,20:00,07 12 06.05,+09 16 28.1,36.483,24.724,14.3156891619011,10.6480786,166.9729,0.8312,0.1692482,279.61023,19.974547,n.a.,n.a.
2025-Jan-09,00:00,07 12 03.35,+09 16 34.8,36.484,24.724,14.3167184794690,10.7392998,166.9697,0.8313,0.1692233,279.64723,20.133423,n.a.,n.a.
2025-Jan-09,04:00,07 12 00.64,+09 16 41.5,36.484,24.725,14.3177565764695,10.8304994,166.9640,0.8315,0.1691966,279.68424,20.292138,n.a.,n.a.
2025-Jan-09,08:00,07 11 57.94,+09 16 48.3,36.485,24.725,14.3188034507959,10.9216768,166.9559,0.8319,0.1691683,279.72127,20.450692,n.a.,n.a.
2025-Jan-09,12:00,07 11 55.23,+09 16 55.0,36.486,24.725,14.3198591002884,11.0128315,166.9453,0.8325,0.1691383,279.75831,20.609085,n.a.,n.a.
2025-Jan-09,16:00,07 11 52.53,+09 17 01.8,36.486,24.726,14.3209235227375,11.1039631,166.9322,0.8332,0.1691066,279.79536,20.767318,n.a.,n.a.
2025-Jan-09,20:00,07 11 49.83,+09 17 08.7,36.487,24.726,14.3219967158878,11.1950709,166.9167,0.8340,0.1690733,279.83243,20.925392,n.a.,n.a.
2025-Jan-10,00:00,07 11 47.13,+09 17 15.5,36.488,24.726,14.3230786774406,11.2861547,166.8987,0.8350,0.1690383,279.86952,21.083307,n.a.,n.a.
2025-Jan-10,04:00,07 11 44.43,+09 17 22.4,36.488,24.727,14.3241694050576,11.3772140,166.8784,0.8362,0.1690017,279.90662,21.241064,n.a.,n.a.
2025-Jan-10,08:00,07 11 41.73,+09 17 29.3,36.489,24.727,14.3252688963634,11.4682484,166.8556,0.8375,0.1689635,279.94374,21.398664,n.a.,n.a.
2025-Jan-10,12:00,07 11 39.03,+09 17 36.2,36.490,24.727,14.3263771489484,11.5592576,166.8304,0.8389,0.1689236,279.98089,21.556109,n.a.,n.a.
2025-Jan-10,16:00,07 11 36.33,+09 17 43.1,36.491,24.728,14.3274941603716,11.6502413,166.8028,0.8406,0.1688821,280.01805,21.713398,n.a.,n.a.
2025-Jan-10,20:00,07 11 33.63,+09 17 50.1,36.491,24.728,14.3286199281632,11.7411993,166.7728,0.8423,0.1688389,280.05523,21.870533,n.a.,n.a.
2025-Jan-11,00:00,07 11 30.94,+09 17 57.1,36.492,24.728,14.3297544498262,11.8321311,166.7404,0.8442,0.1687941,280.09244,22.027514,n.a.,n.a.
2025-Jan-11,04:00,07 11 28.24,+09 18 04.1,36.493,24.729,14.3308977228395,11.9230366,166.7058,0.8463,0.1687477,280.12967,22.184344,n.a.,n.a.
2025-Jan-11,08:00,07 11 25.55,+09 18 11.2,36.493,24.729,14.3320497446588,12.0139156,166.6688,0.8485,0.1686997,280.16692,22.341023,n.a.,n.a.
2025-Jan-11,12:00,07 11 22.86,+09 18 18.2,36.494,24.730,14.3332105127190,12.1047678,166.6295,0.8508,0.1686501,280.20420,22.497552,n.a.,n.a.
