Date,Time,RA,DEC,T-mag,N-mag,delta,deldot,S-O-T,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,Sky_SNR
2024-Sep-25,00:00,07 26 30.84,+09 38 28.7,36.221,24.805,14.9206053658544,-16.5884006,70.7138,3.7110,0.0614949,125.30268,-56.23375,n.a.,n.a.
2024-Sep-25,04:00,07 26 31.65,+09 38 20.2,36.221,24.805,14.9190073085072,-16.6163781,70.8694,3.7140,0.0611280,125.51726,-56.43932,n.a.,n.a.
2024-Sep-25,08:00,07 26 32.46,+09 38 11.8,36.221,24.805,14.9174065679783,-16.6441522,71.0252,3.7171,0.0607612,125.73451,-56.64477,n.a.,n.a.
2024-Sep-25,12:00,07 26 33.26,+09 38 03.3,36.222,24.805,14.9158031639091,-16.6717216,71.1809,3.7202,0.0603945,125.95449,-56.85009,n.a.,n.a.
2024-Sep-25,16:00,07 26 34.05,+09 37 54.8,36.222,24.805,14.9141971160378,-16.6990855,71.3367,3.7232,0.0600280,126.17725,-57.05526,n.a.,n.a.
2024-Sep-25,20:00,07 26 34.83,+09 37 46.3,36.222,24.805,14.9125884441978,-16.7262428,71.4926,3.7262,0.0596617,126.40283,-57.26028,n.a.,n.a.
2024-Sep-26,00:00,07 26 35.61,+09 37 37.8,36.223,24.805,14.9109771683162,-16.7531927,71.6485,3.7291,0.0592956,126.63129,-57.46514,n.a.,n.a.
2024-Sep-26,04:00,07 26 36.38,+09 37 29.4,36.223,24.805,14.9093633084118,-16.7799341,71.8045,3.7321,0.0589298,126.86267,-57.66981,n.a.,n.a.
2024-Sep-26,08:00,07 26 37.14,+09 37 20.9,36.223,24.805,14.9077468845940,-16.8064661,71.9605,3.7350,0.0585642,127.09704,-57.87429,n.a.,n.a.
2024-Sep-26,12:00,07 26 37.90,+09 37 12.5,36.224,24.805,14.9061279170613,-16.8327878,72.1166,3.7379,0.0581989,127.33444,-58.07858,n.a.,n.a.
2024-Sep-26,16:00,07 26 38.65,+09 37 04.0,36.224,24.805,14.9045064260993,-16.8588983,72.2727,3.7407,0.0578339,127.57494,-58.28264,n.a.,n.a.
2024-Sep-26,20:00,07 26 39.39,+09 36 55.6,36.224,24.805,14.9028824320797,-16.8847967,72.4288,3.7435,0.0574692,127.81858,-58.48648,n.a.,n.a.
2024-Sep-27,00:00,07 26 40.12,+09 36 47.2,36.225,24.805,14.9012559554588,-16.9104822,72.5851,3.7463,0.0571049,128.06542,-58.69008,n.a.,n.a.
2024-Sep-27,04:00,07 26 40.85,+09 36 38.7,36.225,24.805,14.8996270167758,-16.9359538,72.7413,3.7491,0.0567409,128.31553,-58.89343,n.a.,n.a.
2024-Sep-27,08:00,07 26 41.57,+09 36 30.3,36.225,24.805,14.8979956366515,-16.9612108,72.8977,3.7518,0.0563773,128.56896,-59.09651,n.a.,n.a.
2024-Sep-27,12:00,07 26 42.28,+09 36 21.9,36.226,24.805,14.8963618357872,-16.9862523,73.0540,3.7546,0.0560141,128.82577,-59.29930,n.a.,n.a.
2024-Sep-27,16:00,07 26 42.99,+09 36 13.5,36.226,24.805,14.8947256349630,-17.0110776,73.2104,3.7572,0.0556514,129.08603,-59.50180,n.a.,n.a.
2024-Sep-27,20:00,07 26 43.69,+09 36 05.1,36.226,24.805,14.8930870550369,-17.0356857,73.3669,3.7599,0.0552892,129.34980,-59.70399,n.a.,n.a.
2024-Sep-28,00:00,07 26 44.38,+09 35 56.7,36.227,24.805,14.8914461169430,-17.0600760,73.5234,3.7625,0.0549275,129.61714,-59.90585,n.a.,n.a.
2024-Sep-28,04:00,07 26 45.06,+09 35 48.4,36.227,24.805,14.8898028416908,-17.0842476,73.6800,3.7651,0.0545662,129.88813,-60.10737,n.a.,n.a.
2024-Sep-28,08:00,07 26 45.74,+09 35 40.0,36.227,24.805,14.8881572503634,-17.1081997,73.8366,3.7677,0.0542056,130.16282,-60.30854,n.a.,n.a.
2024-Sep-28,12:00,07 26 46.41,+09 35 31.6,36.228,24.805,14.8865093641168,-17.1319318,73.9933,3.7702,0.0538455,130.44129,-60.50933,n.a.,n.a.
2024-Sep-28,16:00,07 26 47.07,+09 35 23.3,36.228,24.805,14.8848592041785,-17.1554429,74.1500,3.7728,0.0534861,130.72361,-60.70973,n.a.,n.a.
2024-Sep-28,20:00,07 26 47.73,+09 35 14.9,36.228,24.805,14.8832067918463,-17.1787324,74.3068,3.7753,0.0531273,131.00984,-60.90973,n.a.,n.a.
2024-Sep-29,00:00,07 26 48.38,+09 35 06.6,36.229,24.805,14.8815521484871,-17.2017995,74.4636,3.7777,0.0527692,131.30006,-61.10930,n.a.,n.a.
2024-Sep-29,04:00,07 26 49.02,+09 34 58.2,36.229,24.805,14.8798952955360,-17.2246436,74.6205,3.7802,0.0524117,131.59435,-61.30844,n.a.,n.a.
2024-Sep-29,08:00,07 26 49.65,+09 34 49.9,36.229,24.805,14.8782362544949,-17.2472640,74.7774,3.7826,0.0520551,131.89279,-61.50711,n.a.,n.a.
2024-Sep-29,12:00,07 26 50.28,+09 34 41.6,36.230,24.805,14.8765750469313,-17.2696600,74.9344,3.7849,0.0516992,132.19543,-61.70531,n.a.,n.a.
2024-Sep-29,16:00,07 26 50.90,+09 34 33.3,36.230,24.805,14.8749116944778,-17.2918309,75.0914,3.7873,0.0513441,132.50238,-61.90302,n.a.,n.a.
2024-Sep-29,20:00,07 26 51.51,+09 34 25.0,36.230,24.805,14.8732462188302,-17.3137760,75.2485,3.7896,0.0509899,132.81370,-62.10021,n.a.,n.a.
2024-Sep-30,00:00,07 26 52.12,+09 34 16.7,36.231,24.805,14.8715786417468,-17.3354948,75.4056,3.7919,0.0506366,133.12948,-62.29686,n.a.,n.a.
2024-Sep-30,04:00,07 26 52.71,+09 34 08.4,36.231,24.805,14.8699089850473,-17.3569866,75.5628,3.7942,0.0502841,133.44980,-62.49296,n.a.,n.a.
2024-Sep-30,08:00,07 26 53.30,+09 34 00.1,36.231,24.805,14.8682372706117,-17.3782508,75.7200,3.7964,0.0499327,133.77474,-62.68849,n.a.,n.a.
2024-Sep-30,12:00,07 26 53.88,+09 33 51.9,36.232,24.805,14.8665635203788,-17.3992868,75.8773,3.7986,0.0495822,134.10439,-62.88341,n.a.,n.a.
2024-Sep-30,16:00,07 26 54.46,+09 33 43.6,36.232,24.805,14.8648877563457,-17.4200939,76.0346,3.8008,0.0492328,134.43884,-63.07773,n.a.,n.a.
2024-Sep-30,20:00,07 26 55.03,+09 33 35.4,36.232,24.805,14.8632100005663,-17.4406716,76.1919,3.8029,0.0488845,134.77817,-63.27140,n.a.,n.a.
2024-Oct-01,00:00,07 26 55.59,+09 33 27.1,36.233,24.805,14.8615302751501,-17.4610193,76.3494,3.8050,0.0485372,135.12248,-63.46441,n.a.,n.a.
2024-Oct-01,04:00,07 26 56.14,+09 33 18.9,36.233,24.805,14.8598486022612,-17.4811365,76.5068,3.8071,0.0481912,135.47186,-63.65673,n.a.,n.a.
2024-Oct-01,08:00,07 26 56.69,+09 33 10.7,36.233,24.805,14.8581650041174,-17.5010226,76.6643,3.8092,0.0478464,135.82639,-63.84834,n.a.,n.a.
2024-Oct-01,12:00,07 26 57.23,+09 33 02.4,36.233,24.805,14.8564795029885,-17.5206770,76.8219,3.8112,0.0475028,136.18618,-64.03923,n.a.,n.a.
2024-Oct-01,16:00,07 26 57.76,+09 32 54.2,36.234,24.805,14.8547921211955,-17.5400993,76.9795,3.8132,0.0471605,136.55132,-64.22935,n.a.,n.a.
2024-Oct-01,20:00,07 26 58.28,+09 32 46.0,36.234,24.805,14.8531028811096,-17.5592889,77.1372,3.8152,0.0468196,136.92190,-64.41869,n.a.,n.a.
2024-Oct-02,00:00,07 26 58.80,+09 32 37.9,36.234,24.805,14.8514118051503,-17.5782454,77.2949,3.8172,0.0464800,137.29802,-64.60722,n.a.,n.a.
2024-Oct-02,04:00,07 26 59.31,+09 32 29.7,36.235,24.805,14.8497189157852,-17.5969682,77.4526,3.8191,0.0461419,137.67979,-64.79491,n.a.,n.a.
2024-Oct-02,08:00,07 26 59.81,+09 32 21.5,36.235,24.805,14.8480242355278,-17.6154569,77.6104,3.8210,0.0458053,138.06730,-64.98174,n.a.,n.a.
2024-Oct-02,12:00,07 27 00.30,+09 32 13.4,36.235,24.805,14.8463277869372,-17.6337109,77.7683,3.8228,0.0454703,138.46065,-65.16767,n.a.,n.a.
2024-Oct-02,16:00,07 27 00.79,+09 32 05.2,36.236,24.804,14.8446295926161,-17.6517299,77.9262,3.8247,0.0451368,138.85996,-65.35269,n.a.,n.a.
2024-Oct-02,20:00,07 27 01.27,+09 31 57.1,36.236,24.804,14.8429296752102,-17.6695135,78.0842,3.8265,0.0448050,139.26531,-65.53676,n.a.,n.a.
2024-Oct-03,00:00,07 27 01.74,+09 31 48.9,36.236,24.804,14.8412280574065,-17.6870611,78.2422,3.8283,0.0444750,139.67682,-65.71984,n.a.,n.a.
2024-Oct-03,04:00,07 27 02.21,+09 31 40.8,36.237,24.804,14.8395247619323,-17.7043724,78.4002,3.8300,0.0441466,140.09459,-65.90192,n.a.,n.a.
2024-Oct-03,08:00,07 27 02.66,+09 31 32.7,36.237,24.804,14.8378198115539,-17.7214469,78.5583,3.8317,0.0438202,140.51873,-66.08296,n.a.,n.a.
2024-Oct-03,12:00,07 27 03.11,+09 31 24.6,36.237,24.804,14.8361132290755,-17.7382844,78.7164,3.8334,0.0434956,140.94935,-66.26292,n.a.,n.a.
2024-Oct-03,16:00,07 27 03.55,+09 31 16.5,36.238,24.804,14.8344050373377,-17.7548844,78.8746,3.8351,0.0431729,141.38654,-66.44178,n.a.,n.a.
2024-Oct-03,20:00,07 27 03.99,+09 31 08.5,36.238,24.804,14.8326952592162,-17.7712466,79.0329,3.8367,0.0428523,141.83043,-66.61950,n.a.,n.a.
2024-Oct-04,00:00,07 27 04.42,+09 31 00.4,36.238,24.804,14.8309839176209,-17.7873705,79.1911,3.8383,0.0425337,142.28113,-66.79604,n.a.,n.a.
2024-Oct-04,04:00,07 27 04.84,+09 30 52.3,36.239,24.804,14.8292710354945,-17.8032560,79.3495,3.8399,0.0422173,142.73873,-66.97137,n.a.,n.a.
2024-Oct-04,08:00,07 27 05.25,+09 30 44.3,36.239,24.804,14.8275566358108,-17.8189026,79.5079,3.8414,0.0419031,143.20335,-67.14546,n.a.,n.a.
2024-Oct-04,12:00,07 27 05.65,+09 30 36.3,36.239,24.804,14.8258407415743,-17.8343100,79.6663,3.8429,0.0415911,143.67510,-67.31827,n.a.,n.a.
2024-Oct-04,16:00,07 27 06.05,+09 30 28.2,36.240,24.804,14.8241233758181,-17.8494781,79.8248,3.8444,0.0412815,144.15408,-67.48976,n.a.,n.a.
2024-Oct-04,20:00,07 27 06.44,+09 30 20.2,36.240,24.804,14.8224045616031,-17.8644064,79.9833,3.8458,0.0409744,144.64041,-67.65990,n.a.,n.a.
2024-Oct-05,00:00,07 27 06.82,+09 30 12.2,36.240,24.804,14.8206843220166,-17.8790947,80.1418,3.8473,0.0406697,145.13420,-67.82864,n.a.,n.a.
2024-Oct-05,04:00,07 27 07.20,+09 30 04.2,36.241,24.804,14.8189626801710,-17.8935427,80.3005,3.8487,0.0403675,145.63554,-67.99594,n.a.,n.a.
2024-Oct-05,08:00,07 27 07.56,+09 29 56.3,36.241,24.804,14.8172396592028,-17.9077503,80.4591,3.8500,0.0400680,146.14455,-68.16177,n.a.,n.a.
2024-Oct-05,12:00,07 27 07.92,+09 29 48.3,36.241,24.804,14.8155152822710,-17.9217172,80.6178,3.8514,0.0397713,146.66134,-68.32608,n.a.,n.a.
2024-Oct-05,16:00,07 27 08.28,+09 29 40.3,36.241,24.804,14.8137895725559,-17.9354431,80.7766,3.8527,0.0394773,147.18599,-68.48883,n.a.,n.a.
2024-Oct-05,20:00,07 27 08.62,+09 29 32.4,36.242,24.804,14.8120625532581,-17.9489279,80.9354,3.8539,0.0391862,147.71863,-68.64997,n.a.,n.a.
2024-Oct-06,00:00,07 27 08.96,+09 29 24.4,36.242,24.803,14.8103342475969,-17.9621714,81.0942,3.8552,0.0388980,148.25934,-68.80947,n.a.,n.a.
2024-Oct-06,04:00,07 27 09.29,+09 29 16.5,36.242,24.803,14.8086046788091,-17.9751734,81.2531,3.8564,0.0386129,148.80822,-68.96728,n.a.,n.a.
2024-Oct-06,08:00,07 27 09.61,+09 29 08.6,36.243,24.803,14.8068738701480,-17.9879337,81.4121,3.8576,0.0383309,149.36536,-69.12336,n.a.,n.a.
2024-Oct-06,12:00,07 27 09.92,+09 29 00.7,36.243,24.803,14.8051418448819,-18.0004522,81.5711,3.8587,0.0380521,149.93087,-69.27765,n.a.,n.a.
2024-Oct-06,16:00,07 27 10.23,+09 28 52.8,36.243,24.803,14.8034086262925,-18.0127288,81.7301,3.8599,0.0377766,150.50482,-69.43011,n.a.,n.a.
2024-Oct-06,20:00,07 27 10.53,+09 28 44.9,36.244,24.803,14.8016742376743,-18.0247633,81.8892,3.8610,0.0375045,151.08730,-69.58069,n.a.,n.a.
2024-Oct-07,00:00,07 27 10.82,+09 28 37.1,36.244,24.803,14.7999387023327,-18.0365556,82.0483,3.8620,0.0372359,151.67838,-69.72934,n.a.,n.a.
2024-Oct-07,04:00,07 27 11.10,+09 28 29.2,36.244,24.803,14.7982020435828,-18.0481056,82.2075,3.8631,0.0369709,152.27815,-69.87602,n.a.,n.a.
2024-Oct-07,08:00,07 27 11.38,+09 28 21.4,36.245,24.803,14.7964642847481,-18.0594133,82.3667,3.8641,0.0367095,152.88668,-70.02067,n.a.,n.a.
2024-Oct-07,12:00,07 27 11.65,+09 28 13.6,36.245,24.803,14.7947254491594,-18.0704786,82.5259,3.8651,0.0364519,153.50402,-70.16325,n.a.,n.a.
2024-Oct-07,16:00,07 27 11.91,+09 28 05.8,36.245,24.803,14.7929855601528,-18.0813014,82.6852,3.8660,0.0361981,154.13023,-70.30370,n.a.,n.a.
2024-Oct-07,20:00,07 27 12.16,+09 27 57.9,36.246,24.803,14.7912446410687,-18.0918818,82.8446,3.8669,0.0359483,154.76538,-70.44196,n.a.,n.a.
2024-Oct-08,00:00,07 27 12.41,+09 27 50.2,36.246,24.803,14.7895027152503,-18.1022196,83.0040,3.8678,0.0357026,155.40950,-70.57800,n.a.,n.a.
2024-Oct-08,04:00,07 27 12.65,+09 27 42.4,36.246,24.803,14.7877598060420,-18.1123148,83.1634,3.8687,0.0354610,156.06262,-70.71174,n.a.,n.a.
2024-Oct-08,08:00,07 27 12.88,+09 27 34.6,36.247,24.802,14.7860159367879,-18.1221676,83.3229,3.8695,0.0352236,156.72479,-70.84315,n.a.,n.a.
2024-Oct-08,12:00,07 27 13.10,+09 27 26.9,36.247,24.802,14.7842711308303,-18.1317778,83.4825,3.8703,0.0349906,157.39602,-70.97216,n.a.,n.a.
2024-Oct-08,16:00,07 27 13.32,+09 27 19.1,36.247,24.802,14.7825254115081,-18.1411456,83.6420,3.8711,0.0347621,158.07632,-71.09872,n.a.,n.a.
2024-Oct-08,20:00,07 27 13.53,+09 27 11.4,36.247,24.802,14.7807788021548,-18.1502710,83.8017,3.8718,0.0345381,158.76569,-71.22277,n.a.,n.a.
2024-Oct-09,00:00,07 27 13.73,+09 27 03.7,36.248,24.802,14.7790313260975,-18.1591542,83.9613,3.8725,0.0343188,159.46413,-71.34427,n.a.,n.a.
2024-Oct-09,04:00,07 27 13.92,+09 26 56.0,36.248,24.802,14.7772830066542,-18.1677951,84.1211,3.8732,0.0341043,160.17162,-71.46315,n.a.,n.a.
2024-Oct-09,08:00,07 27 14.10,+09 26 48.3,36.248,24.802,14.7755338671328,-18.1761939,84.2808,3.8738,0.0338947,160.88813,-71.57936,n.a.,n.a.
2024-Oct-09,12:00,07 27 14.28,+09 26 40.6,36.249,24.802,14.7737839308289,-18.1843508,84.4406,3.8745,0.0336900,161.61361,-71.69284,n.a.,n.a.
2024-Oct-09,16:00,07 27 14.45,+09 26 33.0,36.249,24.802,14.7720332210238,-18.1922659,84.6005,3.8751,0.0334904,162.34802,-71.80353,n.a.,n.a.
2024-Oct-09,20:00,07 27 14.61,+09 26 25.3,36.249,24.802,14.7702817609824,-18.1999394,84.7604,3.8756,0.0332960,163.09129,-71.91139,n.a.,n.a.
2024-Oct-10,00:00,07 27 14.77,+09 26 17.7,36.250,24.802,14.7685295739515,-18.2073714,84.9203,3.8761,0.0331069,163.84333,-72.01635,n.a.,n.a.
2024-Oct-10,04:00,07 27 14.91,+09 26 10.1,36.250,24.802,14.7667766831576,-18.2145623,85.0803,3.8766,0.0329232,164.60406,-72.11836,n.a.,n.a.
2024-Oct-10,08:00,07 27 15.05,+09 26 02.5,36.250,24.801,14.7650231118042,-18.2215122,85.2403,3.8771,0.0327450,165.37337,-72.21736,n.a.,n.a.
2024-Oct-10,12:00,07 27 15.18,+09 25 54.9,36.251,24.801,14.7632688830704,-18.2282215,85.4004,3.8775,0.0325724,166.15113,-72.31331,n.a.,n.a.
2024-Oct-10,16:00,07 27 15.31,+09 25 47.3,36.251,24.801,14.7615140201078,-18.2346904,85.5605,3.8780,0.0324055,166.93721,-72.40614,n.a.,n.a.
2024-Oct-10,20:00,07 27 15.42,+09 25 39.7,36.251,24.801,14.7597585460389,-18.2409192,85.7206,3.8783,0.0322444,167.73146,-72.49580,n.a.,n.a.
2024-Oct-11,00:00,07 27 15.53,+09 25 32.2,36.251,24.801,14.7580024839538,-18.2469083,85.8809,3.8787,0.0320893,168.53371,-72.58224,n.a.,n.a.
2024-Oct-11,04:00,07 27 15.63,+09 25 24.6,36.252,24.801,14.7562458569089,-18.2526581,86.0411,3.8790,0.0319401,169.34377,-72.66541,n.a.,n.a.
2024-Oct-11,08:00,07 27 15.73,+09 25 17.1,36.252,24.801,14.7544886879232,-18.2581689,86.2014,3.8793,0.0317971,170.16146,-72.74526,n.a.,n.a.
2024-Oct-11,12:00,07 27 15.81,+09 25 09.6,36.252,24.801,14.7527309999768,-18.2634412,86.3617,3.8795,0.0316602,170.98655,-72.82174,n.a.,n.a.
2024-Oct-11,16:00,07 27 15.89,+09 25 02.1,36.253,24.801,14.7509728160080,-18.2684754,86.5221,3.8798,0.0315296,171.81882,-72.89479,n.a.,n.a.
2024-Oct-11,20:00,07 27 15.96,+09 24 54.6,36.253,24.801,14.7492141589106,-18.2732720,86.6825,3.8800,0.0314054,172.65802,-72.96438,n.a.,n.a.
2024-Oct-12,00:00,07 27 16.02,+09 24 47.1,36.253,24.800,14.7474550515316,-18.2778315,86.8430,3.8801,0.0312877,173.50388,-73.03046,n.a.,n.a.
2024-Oct-12,04:00,07 27 16.08,+09 24 39.7,36.254,24.800,14.7456955166689,-18.2821544,87.0035,3.8803,0.0311766,174.35614,-73.09298,n.a.,n.a.
2024-Oct-12,08:00,07 27 16.12,+09 24 32.3,36.254,24.800,14.7439355770685,-18.2862413,87.1641,3.8804,0.0310720,175.21450,-73.15190,n.a.,n.a.
2024-Oct-12,12:00,07 27 16.16,+09 24 24.8,36.254,24.800,14.7421752554225,-18.2900927,87.3247,3.8804,0.0309742,176.07866,-73.20719,n.a.,n.a.
2024-Oct-12,16:00,07 27 16.20,+09 24 17.4,36.255,24.800,14.7404145743667,-18.2937092,87.4853,3.8805,0.0308831,176.94829,-73.25880,n.a.,n.a.
2024-Oct-12,20:00,07 27 16.22,+09 24 10.0,36.255,24.800,14.7386535564782,-18.2970915,87.6460,3.8805,0.0307989,177.82305,-73.30670,n.a.,n.a.
2024-Oct-13,00:00,07 27 16.24,+09 24 02.7,36.255,24.800,14.7368922242739,-18.3002402,87.8067,3.8805,0.0307216,178.70261,-73.35086,n.a.,n.a.
2024-Oct-13,04:00,07 27 16.24,+09 23 55.3,36.255,24.800,14.7351306002081,-18.3031559,87.9675,3.8804,0.0306513,179.58661,-73.39124,n.a.,n.a.
2024-Oct-13,08:00,07 27 16.24,+09 23 47.9,36.256,24.800,14.7333687066713,-18.3058394,88.1283,3.8804,0.0305880,180.47466,-73.42781,n.a.,n.a.
2024-Oct-13,12:00,07 27 16.24,+09 23 40.6,36.256,24.800,14.7316065659886,-18.3082913,88.2892,3.8803,0.0305318,181.36640,-73.46056,n.a.,n.a.
2024-Oct-13,16:00,07 27 16.22,+09 23 33.3,36.256,24.799,14.7298442004181,-18.3105122,88.4501,3.8801,0.0304828,182.26142,-73.48945,n.a.,n.a.
2024-Oct-13,20:00,07 27 16.20,+09 23 26.0,36.257,24.799,14.7280816321508,-18.3125030,88.6110,3.8800,0.0304409,183.15933,-73.51447,n.a.,n.a.
2024-Oct-14,00:00,07 27 16.17,+09 23 18.7,36.257,24.799,14.7263188833093,-18.3142643,88.7720,3.8798,0.0304062,184.05972,-73.53559,n.a.,n.a.
2024-Oct-14,04:00,07 27 16.13,+09 23 11.4,36.257,24.799,14.7245559759478,-18.3157968,88.9330,3.8795,0.0303788,184.96217,-73.55280,n.a.,n.a.
2024-Oct-14,08:00,07 27 16.09,+09 23 04.2,36.258,24.799,14.7227929320522,-18.3171013,89.0941,3.8793,0.0303586,185.86627,-73.56609,n.a.,n.a.
2024-Oct-14,12:00,07 27 16.04,+09 22 56.9,36.258,24.799,14.7210297735406,-18.3181784,89.2552,3.8790,0.0303458,186.77159,-73.57545,n.a.,n.a.
2024-Oct-14,16:00,07 27 15.97,+09 22 49.7,36.258,24.799,14.7192665222643,-18.3190289,89.4164,3.8787,0.0303402,187.67770,-73.58087,n.a.,n.a.
2024-Oct-14,20:00,07 27 15.91,+09 22 42.5,36.259,24.799,14.7175032000086,-18.3196533,89.5776,3.8783,0.0303420,188.58417,-73.58235,n.a.,n.a.
2024-Oct-15,00:00,07 27 15.83,+09 22 35.3,36.259,24.798,14.7157398284954,-18.3200524,89.7388,3.8779,0.0303511,189.49057,-73.57989,n.a.,n.a.
2024-Oct-15,04:00,07 27 15.75,+09 22 28.1,36.259,24.798,14.7139764293848,-18.3202268,89.9001,3.8775,0.0303676,190.39648,-73.57348,n.a.,n.a.
2024-Oct-15,08:00,07 27 15.65,+09 22 20.9,36.259,24.798,14.7122130242782,-18.3201770,90.0615,3.8771,0.0303913,191.30146,-73.56314,n.a.,n.a.
2024-Oct-15,12:00,07 27 15.55,+09 22 13.8,36.260,24.798,14.7104496347214,-18.3199037,90.2229,3.8766,0.0304224,192.20510,-73.54887,n.a.,n.a.
2024-Oct-15,16:00,07 27 15.45,+09 22 06.7,36.260,24.798,14.7086862822082,-18.3194074,90.3843,3.8761,0.0304608,193.10697,-73.53068,n.a.,n.a.
2024-Oct-15,20:00,07 27 15.33,+09 21 59.6,36.260,24.798,14.7069229881847,-18.3186884,90.5458,3.8756,0.0305065,194.00665,-73.50858,n.a.,n.a.
2024-Oct-16,00:00,07 27 15.21,+09 21 52.5,36.261,24.798,14.7051597740536,-18.3177473,90.7073,3.8750,0.0305594,194.90375,-73.48260,n.a.,n.a.
2024-Oct-16,04:00,07 27 15.08,+09 21 45.4,36.261,24.798,14.7033966611797,-18.3165845,90.8688,3.8744,0.0306196,195.79785,-73.45274,n.a.,n.a.
2024-Oct-16,08:00,07 27 14.94,+09 21 38.3,36.261,24.797,14.7016336708951,-18.3152002,91.0304,3.8738,0.0306869,196.68857,-73.41904,n.a.,n.a.
2024-Oct-16,12:00,07 27 14.80,+09 21 31.2,36.262,24.797,14.6998708245048,-18.3135946,91.1921,3.8731,0.0307614,197.57553,-73.38151,n.a.,n.a.
2024-Oct-16,16:00,07 27 14.64,+09 21 24.2,36.262,24.797,14.6981081432933,-18.3117680,91.3537,3.8724,0.0308430,198.45835,-73.34018,n.a.,n.a.
2024-Oct-16,20:00,07 27 14.48,+09 21 17.2,36.262,24.797,14.6963456485305,-18.3097205,91.5155,3.8717,0.0309317,199.33668,-73.29508,n.a.,n.a.
2024-Oct-17,00:00,07 27 14.31,+09 21 10.2,36.263,24.797,14.6945833614790,-18.3074521,91.6772,3.8710,0.0310274,200.21016,-73.24624,n.a.,n.a.
2024-Oct-17,04:00,07 27 14.14,+09 21 03.2,36.263,24.797,14.6928213034005,-18.3049628,91.8391,3.8702,0.0311300,201.07847,-73.19369,n.a.,n.a.
2024-Oct-17,08:00,07 27 13.95,+09 20 56.2,36.263,24.797,14.6910594955629,-18.3022524,92.0009,3.8694,0.0312395,201.94127,-73.13747,n.a.,n.a.
2024-Oct-17,12:00,07 27 13.76,+09 20 49.3,36.263,24.797,14.6892979592475,-18.2993209,92.1628,3.8685,0.0313559,202.79827,-73.07761,n.a.,n.a.
2024-Oct-17,16:00,07 27 13.56,+09 20 42.3,36.264,24.796,14.6875367157561,-18.2961680,92.3248,3.8677,0.0314789,203.64916,-73.01415,n.a.,n.a.
2024-Oct-17,20:00,07 27 13.35,+09 20 35.4,36.264,24.796,14.6857757864178,-18.2927933,92.4868,3.8668,0.0316087,204.49366,-72.94714,n.a.,n.a.
2024-Oct-18,00:00,07 27 13.14,+09 20 28.5,36.264,24.796,14.6840151925963,-18.2891964,92.6488,3.8658,0.0317451,205.33152,-72.87662,n.a.,n.a.
2024-Oct-18,04:00,07 27 12.91,+09 20 21.6,36.265,24.796,14.6822549556964,-18.2853769,92.8109,3.8649,0.0318881,206.16248,-72.80262,n.a.,n.a.
2024-Oct-18,08:00,07 27 12.68,+09 20 14.8,36.265,24.796,14.6804950971707,-18.2813343,92.9730,3.8639,0.0320374,206.98631,-72.72520,n.a.,n.a.
2024-Oct-18,12:00,07 27 12.44,+09 20 07.9,36.265,24.796,14.6787356385260,-18.2770680,93.1352,3.8629,0.0321932,207.80279,-72.64439,n.a.,n.a.
2024-Oct-18,16:00,07 27 12.20,+09 20 01.1,36.266,24.796,14.6769766013291,-18.2725772,93.2974,3.8618,0.0323552,208.61171,-72.56025,n.a.,n.a.
2024-Oct-18,20:00,07 27 11.94,+09 19 54.3,36.266,24.795,14.6752180072126,-18.2678614,93.4597,3.8607,0.0325235,209.41288,-72.47283,n.a.,n.a.
2024-Oct-19,00:00,07 27 11.68,+09 19 47.5,36.266,24.795,14.6734598778800,-18.2629196,93.6220,3.8596,0.0326979,210.20613,-72.38217,n.a.,n.a.
2024-Oct-19,04:00,07 27 11.41,+09 19 40.7,36.266,24.795,14.6717022351108,-18.2577512,93.7843,3.8585,0.0328782,210.99130,-72.28832,n.a.,n.a.
2024-Oct-19,08:00,07 27 11.14,+09 19 33.9,36.267,24.795,14.6699451007648,-18.2523553,93.9467,3.8573,0.0330646,211.76825,-72.19134,n.a.,n.a.
2024-Oct-19,12:00,07 27 10.85,+09 19 27.2,36.267,24.795,14.6681884967858,-18.2467309,94.1092,3.8561,0.0332567,212.53684,-72.09128,n.a.,n.a.
2024-Oct-19,16:00,07 27 10.56,+09 19 20.4,36.267,24.795,14.6664324452054,-18.2408772,94.2716,3.8548,0.0334546,213.29696,-71.98818,n.a.,n.a.
2024-Oct-19,20:00,07 27 10.26,+09 19 13.7,36.268,24.795,14.6646769681458,-18.2347932,94.4342,3.8536,0.0336582,214.04851,-71.88210,n.a.,n.a.
2024-Oct-20,00:00,07 27 09.95,+09 19 07.0,36.268,24.794,14.6629220878226,-18.2284779,94.5967,3.8523,0.0338673,214.79139,-71.77310,n.a.,n.a.
2024-Oct-20,04:00,07 27 09.63,+09 19 00.4,36.268,24.794,14.6611678265463,-18.2219303,94.7593,3.8509,0.0340819,215.52552,-71.66122,n.a.,n.a.
2024-Oct-20,08:00,07 27 09.31,+09 18 53.7,36.269,24.794,14.6594142067246,-18.2151494,94.9220,3.8496,0.0343018,216.25085,-71.54652,n.a.,n.a.
2024-Oct-20,12:00,07 27 08.98,+09 18 47.1,36.269,24.794,14.6576612508630,-18.2081341,95.0847,3.8482,0.0345270,216.96732,-71.42905,n.a.,n.a.
